INFO 2025-10-05 21:47:43,163 autoreload 24960 16548 Watching for file changes with StatReloader
INFO 2025-10-06 23:41:27,390 basehttp 28600 32656 "GET /api/movies/1/shows/ HTTP/1.1" 200 52
WARNING 2025-10-06 23:42:12,879 log 28600 32656 Not Found: /api/shows/5/book/
WARNING 2025-10-06 23:42:12,879 basehttp 28600 32656 "POST /api/shows/5/book/ HTTP/1.1" 404 26
INFO 2025-10-06 23:43:26,467 basehttp 28600 35544 "GET /admin/ HTTP/1.1" 302 0
INFO 2025-10-06 23:43:26,494 basehttp 28600 31108 "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4185
INFO 2025-10-06 23:43:26,536 basehttp 28600 35544 "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,536 basehttp 28600 31108 "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,542 basehttp 28600 32132 "GET /static/admin/css/login.css HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,542 basehttp 28600 31108 "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,543 basehttp 28600 35544 "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,543 basehttp 28600 32888 "GET /static/admin/css/responsive.css HTTP/1.1" 304 0
INFO 2025-10-06 23:43:26,543 basehttp 28600 35132 "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
WARNING 2025-10-06 23:43:26,564 log 28600 32132 Not Found: /favicon.ico
INFO 2025-10-06 23:43:26,565 basehttp 28600 32132 - Broken pipe from ('127.0.0.1', 55608)
INFO 2025-10-06 23:44:33,122 basehttp 28600 31108 "POST /admin/login/?next=/admin/ HTTP/1.1" 302 0
INFO 2025-10-06 23:45:05,529 basehttp 28600 35544 "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-10-06 23:45:05,479 basehttp 28600 35132 "GET /admin/movies/movie/add/ HTTP/1.1" 200 12119
INFO 2025-10-06 23:45:05,537 basehttp 28600 32888 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-10-06 23:45:05,531 basehttp 28600 31464 "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-10-06 23:45:05,537 basehttp 28600 31332 - Broken pipe from ('127.0.0.1', 54579)
INFO 2025-10-06 23:47:03,599 basehttp 28600 38476 "GET /admin/movies/movie/add/ HTTP/1.1" 200 12119
INFO 2025-10-06 23:47:03,633 basehttp 28600 38480 "GET /admin/jsi18n/ HTTP/1.1" 200 3343
INFO 2025-10-06 23:47:03,633 basehttp 28600 38488 "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-10-06 23:47:03,633 basehttp 28600 38492 "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-10-06 23:47:19,219 basehttp 28600 38592 "GET /admin/ HTTP/1.1" 200 8834
INFO 2025-10-07 11:13:52,751 basehttp 28600 47592 "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 380
